112	264	25	28
132	253	30	24
153	248	30	24
174	249	30	22
194	258	26	24
212	273	25	24
231	292	27	23
250	320	31	25
267	350	28	23
282	386	28	23
298	420	29	29
289	410	41	47
262	421	59	53
260	424	61	56
211	444	77	57
175	440	90	66
159	430	87	73
101	369	63	66
118	371	56	60
131	371	51	60
148	371	46	60
155	376	49	58
158	378	48	58
153	382	57	64
130	397	78	67
116	416	89	67
64	416	93	67
14	391	99	89
7	422	103	113
27	316	112	147
12	275	123	193
0	258	136	190
1	330	106	180
37	372	173	75
52	367	132	66
40	366	144	80
82	361	145	64
85	341	138	83
4	257	95	81
21	258	111	80
38	264	105	73
13	264	134	95
44	255	133	114
73	240	136	136
117	272	119	103
133	268	125	83
161	276	112	87
195	278	95	87
226	286	81	65
247	288	74	60
258	289	75	60
283	290	64	61
284	293	70	51
301	295	61	59
284	294	82	41
259	301	82	59
294	288	77	55
296	289	61	57
253	298	107	87
214	322	115	101
199	330	110	107
185	328	114	101
205	299	110	112
199	280	124	124
197	282	121	142
221	312	124	124
221	308	118	120
222	340	120	120
238	321	119	114
254	290	109	124
276	259	108	119
265	267	112	118
255	301	109	114
209	338	132	99
179	339	136	97
162	307	137	110
284	438	102	93
311	309	93	86
305	307	80	88
316	305	71	59
323	304	68	62
309	303	86	70
324	291	69	72
328	290	63	70
319	289	60	48
319	294	54	53
317	297	56	59
308	311	70	71
288	314	85	92
291	235	72	82
268	242	96	92
275	237	84	82
272	247	72	76
269	257	69	76
250	271	80	80
233	268	84	81
254	264	78	70
254	265	90	84
261	266	79	84
262	266	78	75
255	266	85	75
278	266	77	82
258	265	99	73
274	257	90	93
273	252	99	79
292	254	92	93
272	260	105	107
261	274	107	126
218	308	105	147
143	387	98	118
189	372	81	83
201	380	56	63
191	389	58	60
183	387	67	71
178	374	86	85
156	382	93	102
124	394	88	102
109	395	84	108
97	392	107	106
116	404	62	110
126	392	60	122
132	391	59	118
118	381	80	90
133	388	63	65
132	381	82	66
162	383	75	52
164	384	69	50
163	375	74	69
176	378	72	70
180	384	67	64
186	396	73	66
197	393	67	64
183	396	75	64
153	389	101	83
155	367	118	91
181	358	109	97
175	379	108	96
215	260	73	66
229	267	90	72
226	274	83	87
233	255	93	101
175	230	110	97
174	230	122	109
87	332	75	89
117	336	71	78
126	353	53	77
134	339	51	79
131	331	51	95
139	331	46	89
129	316	54	101
129	323	70	104
119	343	79	116
117	330	121	147
136	250	109	184
129	240	100	151
148	249	98	157
142	239	125	147
164	244	92	158
161	238	117	122
180	240	114	138
174	236	102	128
184	246	93	139
168	245	110	129
172	246	101	117
178	264	109	130
172	240	124	134
154	241	108	158
158	239	100	147
165	240	100	138
162	239	85	106
174	234	79	105
176	232	89	98
178	233	92	88
176	240	102	103
179	243	108	112
196	225	101	107
214	231	112	125
212	228	105	115
236	223	85	110
246	217	81	101
251	219	92	95
260	217	92	95
265	236	108	108
266	225	113	120
263	209	102	134
262	211	115	121
266	213	111	138
263	213	93	108
275	213	92	103
284	222	102	108
290	218	107	101
293	213	108	106
301	208	109	107
312	210	117	124
