259	88	27	28
248	90	31	27
242	95	32	27
237	104	32	27
234	114	33	28
230	126	33	27
225	138	33	29
220	152	33	30
211	169	35	32
205	186	36	33
202	207	35	31
196	209	38	36
196	214	44	37
205	217	45	41
205	219	49	42
200	214	49	42
201	215	52	46
197	213	53	47
191	244	64	55
170	297	62	56
168	290	55	51
166	275	64	50
179	252	70	56
220	312	48	59
221	316	49	50
229	319	59	42
222	324	65	43
231	326	57	42
217	320	59	48
227	308	66	65
224	290	66	63
208	272	65	61
229	306	59	58
230	308	53	52
206	301	73	66
184	280	79	64
172	278	71	70
163	279	59	54
170	267	73	57
157	216	46	44
165	223	45	42
207	224	39	36
211	226	36	33
204	225	39	36
185	222	43	36
200	220	43	39
181	217	44	33
209	222	40	36
215	225	43	36
223	237	43	33
237	247	37	31
245	258	37	31
253	274	34	30
256	296	33	30
241	299	49	51
238	332	48	49
231	327	54	52
222	321	60	49
253	340	50	63
238	332	60	62
243	331	58	55
250	313	55	47
275	298	41	36
286	284	32	33
288	277	33	30
291	271	34	32
296	265	33	30
298	263	35	31
301	263	33	31
305	262	33	30
308	262	39	34
317	261	37	32
287	247	39	38
298	258	55	47
336	257	58	47
351	263	61	46
362	303	50	43
365	301	54	43
366	304	54	41
344	297	70	51
349	300	64	49
356	299	61	51
327	274	61	46
365	291	54	49
353	293	70	51
343	285	65	54
344	290	67	52
346	287	62	48
334	348	64	46
331	354	60	37
334	344	68	59
338	337	80	65
340	336	82	78
343	328	74	85
365	317	78	88
359	316	74	95
365	306	66	102
372	320	63	94
365	310	74	98
374	299	70	112
373	298	71	114
370	289	81	80
371	292	81	76
369	318	85	92
362	340	76	72
358	335	87	69
359	344	67	62
360	351	61	55
360	353	60	50
353	356	55	48
366	351	72	59
363	348	78	60
354	341	73	69
375	346	79	71
360	352	77	57
354	356	59	53
350	353	68	57
340	351	68	58
371	356	61	67
357	349	72	65
347	342	81	75
295	348	78	65
287	344	75	66
281	342	73	69
290	349	69	59
320	353	47	48
314	351	53	51
332	348	51	53
332	347	45	50
329	352	45	44
324	353	57	49
341	344	50	55
334	345	60	55
293	349	61	60
287	334	68	62
277	328	65	67
270	330	68	62
269	331	73	61
273	329	72	66
279	324	78	69
305	327	67	62
300	332	63	61
299	361	67	52
273	351	65	61
272	342	64	65
288	360	63	55
276	355	68	64
271	346	74	69
281	347	88	71
358	370	62	55
351	371	61	52
372	368	61	56
392	355	84	73
418	344	113	90
395	335	95	102
397	338	110	96
461	334	95	110
446	331	104	118
461	334	108	120
458	329	90	130
474	341	108	118
469	337	108	121
466	331	106	127
460	328	106	129
479	320	103	131
478	320	97	131
487	315	92	133
479	319	91	131
484	320	95	131
494	319	96	134
530	315	86	142
522	327	99	134
481	325	100	131
474	327	112	131
453	327	112	129
478	323	119	142
466	316	103	144
471	321	114	142
463	325	109	130
475	326	129	134
390	336	103	117
293	358	70	73
292	363	58	70
296	365	63	66
301	372	91	64
291	363	86	72
286	363	91	73
283	362	83	77
275	360	76	82
289	361	77	72
285	359	83	72
297	362	87	76
291	344	84	84
293	353	98	93
314	358	98	91
371	348	88	111
303	358	85	96
317	363	108	88
312	364	109	87
306	362	120	100
380	362	81	114
389	398	69	71
392	417	57	47
438	394	45	36
438	393	58	41
434	396	71	47
412	401	66	65
404	407	50	71
403	405	57	69
397	407	70	64
408	400	91	65
459	358	90	83
443	387	91	82
409	382	92	96
397	367	75	104
398	373	86	104
401	372	82	108
398	364	90	122
393	358	83	133
400	358	77	127
406	361	82	127
401	361	85	126
406	362	96	124
448	392	81	87
441	394	94	81
423	370	116	116
419	359	118	133
346	351	101	137
345	355	117	131
348	354	117	135
343	352	109	141
343	358	112	133
340	355	117	134
330	360	94	134
324	367	86	121
341	397	67	79
353	419	48	54
352	423	45	42
345	423	51	38
351	419	49	36
349	418	57	40
344	420	56	40
356	420	48	43
352	420	54	44
350	415	66	53
349	400	62	64
350	396	58	68
332	389	65	71
322	393	62	70
321	394	65	63
324	389	56	55
314	389	60	54
307	384	63	60
299	376	65	59
283	355	70	55
283	372	77	69
313	370	81	84
