409	157	60	121
412	159	63	106
419	157	62	108
426	154	61	107
431	153	61	105
436	151	60	101
440	149	60	105
444	146	57	101
447	143	49	100
448	141	54	101
451	141	49	99
454	138	52	102
456	137	50	100
458	136	50	97
459	133	47	98
460	133	48	97
460	130	49	97
446	132	46	89
418	129	45	95
385	129	46	92
351	130	45	86
328	128	47	86
334	126	50	87
337	123	47	89
337	119	44	87
337	116	45	88
338	114	45	87
339	111	45	88
339	110	48	90
339	108	49	91
343	108	47	91
346	106	44	92
347	106	45	87
348	105	45	83
348	104	47	87
347	104	45	83
348	103	45	77
344	103	37	74
346	102	45	76
344	102	38	75
342	99	38	77
341	98	38	77
343	97	39	78
340	96	38	77
340	95	41	72
338	95	38	70
338	94	35	70
337	93	37	74
336	92	37	69
335	91	36	68
333	91	37	67
332	89	35	67
329	88	36	66
325	88	35	67
323	86	37	65
321	85	36	63
320	84	35	65
319	84	34	63
318	83	34	63
316	82	33	62
315	81	36	64
316	82	32	61
315	80	34	63
317	81	29	60
317	79	28	57
317	78	28	54
319	79	28	53
320	77	27	54
321	77	27	54
322	76	27	55
322	75	28	57
324	74	27	56
325	73	27	57
326	73	26	57
326	72	26	58
326	71	26	56
328	70	26	54
328	69	26	55
329	69	27	54
330	69	25	51
332	67	24	51
333	65	24	54
334	67	24	53
335	64	25	55
337	63	25	56
339	62	25	54
341	62	24	51
342	63	24	49
344	62	25	47
346	61	24	50
349	59	24	52
351	59	23	50
354	59	24	46
355	58	24	46
358	57	23	45
359	57	23	45
362	55	24	44
363	55	24	43
366	55	24	43
367	55	24	42
369	53	24	42
370	54	24	44
372	53	24	43
375	52	23	42
376	52	23	41
379	51	24	40
381	52	23	42
381	51	22	40
384	50	22	41
385	50	22	40
386	49	22	41
388	49	22	40
390	48	22	41
391	49	22	41
392	47	22	40
394	47	22	39
396	47	22	42
398	46	22	45
400	45	22	44
402	45	22	44
403	44	23	44
406	43	24	43
408	44	24	42
410	43	25	43
413	44	22	43
414	42	22	42
417	42	24	42
419	42	24	43
423	40	24	41
423	41	23	44
426	40	26	44
429	39	24	44
432	38	25	43
433	39	22	42
435	37	22	41
438	37	21	42
441	37	21	44
441	36	21	45
443	37	21	44
445	36	21	44
