700	279	30	33
699	278	28	33
697	277	29	33
697	278	28	32
695	278	28	33
694	279	28	31
692	280	28	31
691	280	28	31
690	280	28	30
689	281	28	30
689	282	28	30
689	282	28	29
689	282	28	29
689	282	28	30
689	281	29	30
689	282	29	30
689	283	29	30
690	283	29	31
691	285	28	31
691	286	29	30
692	288	29	31
692	289	30	31
692	290	30	30
693	290	30	31
694	289	30	31
696	290	30	30
698	291	29	30
699	292	29	30
699	291	29	30
700	291	30	30
701	291	29	30
701	289	29	31
702	288	29	31
702	286	29	31
702	287	29	31
703	287	30	31
703	288	30	31
703	289	30	31
703	291	30	32
703	293	31	31
702	294	31	32
702	295	31	31
701	295	31	31
700	294	31	32
699	293	32	33
699	294	32	32
699	294	32	32
698	294	32	31
698	294	32	31
698	293	32	32
697	294	32	31
697	294	33	32
697	296	33	31
697	296	32	31
697	298	32	32
697	300	32	32
698	299	31	31
698	299	31	32
698	297	32	33
699	297	31	32
699	296	32	32
701	297	31	34
702	299	31	34
703	300	30	33
705	301	29	34
709	306	33	38
711	308	36	38
710	309	36	39
713	308	35	37
714	306	34	36
713	304	34	39
712	306	35	38
713	304	35	39
718	301	33	34
718	301	33	33
721	301	31	33
721	301	31	32
721	302	32	33
722	302	32	32
721	303	33	32
722	303	33	33
720	304	33	33
720	304	34	34
720	305	34	32
719	306	35	32
718	306	35	33
716	307	35	33
715	307	34	33
713	308	34	33
713	307	33	33
711	307	33	33
710	304	33	34
709	304	32	33
709	302	33	34
708	302	32	32
708	300	30	32
708	298	30	32
707	294	29	34
706	291	31	34
706	290	30	34
704	287	30	34
705	287	31	34
706	287	32	35
707	288	31	34
709	288	31	34
710	289	31	35
710	289	32	34
711	290	33	34
714	289	33	33
722	287	33	34
730	286	33	34
736	284	33	35
741	283	34	35
745	282	34	34
750	279	34	36
756	277	34	35
762	274	34	36
767	272	36	38
772	272	35	37
775	273	36	36
777	272	36	36
778	272	37	35
780	270	37	36
779	271	35	35
779	269	36	37
777	270	37	38
775	271	36	37
773	270	35	35
770	266	35	36
768	263	34	35
765	263	35	36
763	262	36	35
760	260	36	36
757	262	36	35
753	261	36	37
750	262	37	38
748	264	36	36
746	264	37	37
745	266	37	38
742	267	37	38
740	268	36	37
738	271	34	35
735	270	36	38
734	273	36	36
731	271	36	38
730	273	37	37
728	273	38	36
727	275	36	37
725	277	35	37
723	276	37	38
720	274	38	38
721	270	38	40
720	269	38	39
721	270	36	38
720	269	36	38
719	271	37	38
719	270	36	39
716	273	36	40
718	275	36	38
716	276	36	37
717	279	36	36
718	279	35	36
718	280	35	36
716	278	35	37
718	276	35	39
716	275	38	39
716	276	36	37
716	272	38	42
712	279	37	38
713	279	37	38
714	276	39	39
706	281	36	36
708	280	35	37
708	279	37	37
704	279	38	37
704	279	36	36
702	278	37	33
701	282	38	37
704	283	35	35
704	283	34	36
702	282	34	36
703	282	33	36
702	283	34	36
700	281	35	35
700	282	35	35
698	281	35	35
699	282	34	34
697	281	33	35
696	281	33	35
694	283	34	35
692	282	34	36
691	282	35	36
689	284	34	36
688	283	34	35
687	283	32	35
695	248	30	31
696	249	30	30
696	248	31	30
696	249	30	30
