33	192	28	68
35	191	27	67
38	191	27	68
42	190	29	67
42	190	32	67
44	190	30	68
49	189	28	69
53	189	26	67
53	190	28	67
57	190	27	67
57	188	25	68
57	187	26	69
59	186	26	67
60	187	27	67
59	187	30	67
59	187	30	68
62	186	28	68
64	185	28	68
65	185	27	67
67	185	27	67
69	185	27	67
68	184	26	67
68	184	26	66
66	184	26	66
67	183	26	64
66	182	28	66
65	183	28	65
65	183	28	66
66	184	27	65
65	182	27	64
66	181	26	64
66	182	27	64
66	182	27	64
66	181	27	65
66	180	26	64
65	180	25	65
66	180	25	64
67	179	26	64
66	180	27	64
67	180	27	64
69	179	26	64
72	178	26	64
74	178	27	63
77	179	25	63
78	178	24	64
79	178	24	63
79	178	24	64
81	177	24	64
81	178	25	63
82	177	26	63
85	177	24	63
88	175	24	66
88	176	26	65
90	176	29	64
93	177	28	61
93	177	31	62
96	177	28	61
99	176	27	63
105	176	25	63
108	175	24	63
110	176	24	62
113	176	24	64
93	175	29	63
96	174	26	62
100	173	26	61
105	172	26	61
109	173	25	61
112	174	28	61
119	172	27	69
127	171	30	77
127	170	31	80
130	176	36	84
130	172	35	90
142	169	37	74
148	167	36	74
155	168	33	78
161	169	33	72
169	169	31	73
173	169	31	71
175	167	29	69
182	144	30	77
185	98	34	89
185	54	34	91
188	14	34	85
185	4	32	67
196	3	24	53
199	3	24	52
202	4	24	49
205	5	24	51
208	4	24	54
212	3	25	57
216	3	28	59
218	5	28	60
223	4	25	59
227	3	24	60
217	0	34	27
220	24	48	67
204	66	103	120
252	139	110	138
275	178	140	149
245	134	140	189
116	158	211	212
20	130	250	277
43	141	270	251
0	78	287	303
30	109	273	283
25	141	303	272
59	86	326	291
4	83	317	337
85	105	394	288
406	65	218	376
424	87	203	350
443	111	182	320
465	119	159	316
495	141	129	309
518	133	110	314
538	142	91	275
552	148	78	244
578	183	48	233
566	153	57	192
572	86	56	157
572	87	56	155
567	93	62	144
569	90	61	152
571	83	55	164
569	68	59	147
480	40	104	70
454	16	117	78
437	44	136	98
441	83	153	93
457	124	148	95
460	149	129	89
457	148	123	80
463	147	107	75
459	142	97	72
409	39	43	64
419	41	27	60
418	43	24	58
418	42	22	59
418	43	22	59
419	43	22	58
418	42	21	59
397	40	24	53
396	40	22	53
397	41	21	49
397	41	21	51
397	40	21	49
398	40	22	50
398	39	22	52
402	41	23	52
401	40	22	53
400	39	21	51
400	39	21	49
401	38	21	52
401	39	22	50
400	39	21	49
361	63	23	54
372	64	27	53
407	63	25	53
444	61	23	54
474	61	29	54
517	58	27	55
519	58	23	53
519	57	22	53
519	56	23	53
520	56	22	53
520	56	21	53
521	57	22	53
523	56	21	52
524	55	22	53
525	55	23	54
525	55	22	54
524	55	22	52
526	54	22	54
526	54	22	53
528	53	22	53
527	54	23	52
528	54	23	52
530	53	22	52
532	53	21	52
531	52	24	54
532	53	24	53
533	53	23	53
533	53	22	52
533	51	23	52
535	52	21	52
535	51	22	52
536	52	22	51
538	52	21	51
538	51	22	52
540	51	22	52
541	51	21	52
541	51	21	52
540	52	22	51
542	50	21	51
543	50	20	52
541	49	22	54
541	50	21	50
543	50	20	51
545	49	23	52
543	48	23	51
545	47	22	55
530	47	22	53
545	48	25	59
546	46	26	66
545	47	27	67
545	47	29	74
546	48	27	73
545	48	27	75
548	45	25	60
547	46	25	73
546	49	25	72
545	47	27	74
546	49	26	72
548	44	25	62
547	44	25	60
546	46	26	62
546	45	26	60
546	44	24	56
546	43	23	56
547	44	23	56
546	45	22	55
545	45	22	59
545	44	22	60
549	44	20	49
549	44	20	48
550	44	21	48
552	44	21	48
552	43	21	50
552	42	20	50
553	42	21	50
551	42	21	49
552	42	21	49
551	42	21	48
551	42	20	48
550	42	21	48
552	41	21	47
554	42	20	46
555	41	20	47
557	40	21	48
557	41	20	48
557	41	20	48
559	41	19	47
557	39	20	47
558	40	20	47
556	40	20	47
556	40	20	47
557	39	20	47
556	39	20	47
557	38	20	47
555	38	21	46
556	38	20	46
555	39	19	46
555	38	19	46
555	38	19	47
555	37	19	47
555	37	19	45
556	37	19	46
557	37	19	46
558	37	20	46
559	36	19	46
558	37	20	45
557	38	20	44
558	37	20	46
560	36	19	46
559	36	19	45
559	37	19	43
560	36	19	44
561	36	19	45
561	35	19	45
560	35	20	45
560	35	19	44
560	35	19	43
559	35	19	44
560	35	18	44
560	34	19	45
560	34	19	44
561	34	19	44
561	34	18	44
563	33	19	44
562	34	20	45
563	33	20	45
563	33	20	44
564	33	19	45
564	32	18	45
565	33	19	44
565	32	18	44
567	33	18	43
568	32	18	43
569	32	18	44
569	32	18	44
568	32	20	44
567	32	19	43
568	32	19	44
568	31	19	44
569	30	18	45
569	30	18	44
570	31	18	43
570	30	19	44
570	29	19	44
568	29	21	45
570	30	19	43
570	30	19	42
571	30	19	43
570	29	20	42
570	28	19	43
570	29	19	43
571	30	19	42
572	28	18	43
573	28	19	43
572	28	21	43
572	28	20	42
571	29	20	43
570	29	20	42
572	28	19	42
573	27	18	43
572	28	18	43
572	28	18	42
573	27	18	43
572	27	19	43
574	26	19	42
574	27	19	42
575	27	19	42
574	27	18	42
574	27	19	42
573	28	19	43
574	69	19	40
575	78	19	41
577	78	18	42
577	77	19	42
578	77	19	42
580	78	17	41
578	78	19	40
578	77	19	40
579	77	18	41
579	76	18	41
580	76	18	41
581	76	17	41
580	76	17	41
582	76	18	41
582	75	18	41
581	76	18	41
581	76	18	40
581	75	18	41
581	75	17	42
582	74	17	41
582	75	18	40
584	75	17	40
584	75	18	41
585	74	18	41
585	74	18	41
586	75	18	39
586	74	18	41
586	73	17	40
587	73	18	41
586	74	19	40
588	74	17	40
589	73	18	41
589	73	17	40
588	73	18	40
589	73	18	40
589	72	17	39
590	73	17	39
591	73	17	40
591	72	17	40
592	73	16	39
593	73	16	38
594	72	16	39
594	72	17	39
595	72	17	40
595	72	16	39
595	72	16	37
596	72	16	39
596	72	16	39
595	71	17	39
597	71	17	40
598	71	17	39
595	70	19	40
598	70	19	39
599	70	19	39
599	70	18	40
600	70	17	40
599	69	18	39
585	69	19	41
602	69	18	41
602	69	18	39
605	68	17	40
604	54	17	45
