282	351	38	54
282	346	35	60
276	344	37	60
273	343	38	60
273	343	35	62
274	342	35	60
280	340	36	59
285	337	36	59
291	334	35	59
294	331	34	61
297	326	33	61
298	322	33	62
300	320	35	61
305	316	34	60
311	313	35	60
317	311	34	60
321	308	34	58
323	304	33	58
327	299	33	58
331	294	35	59
336	292	35	56
342	291	34	57
349	291	35	57
355	293	34	57
361	293	34	58
366	294	34	56
370	293	33	55
374	289	34	58
378	284	33	59
380	280	32	60
381	278	32	60
381	276	32	58
380	275	33	57
379	273	32	58
380	270	32	59
381	268	31	59
383	265	31	59
385	260	31	62
387	256	32	62
391	250	31	60
393	246	30	58
395	243	31	58
398	241	32	58
401	242	32	56
410	243	32	55
418	246	31	54
423	246	30	55
426	246	30	55
428	245	31	55
432	248	31	55
435	249	31	55
438	250	31	55
439	253	31	55
438	254	32	54
434	257	32	53
429	257	33	53
426	259	34	51
423	261	34	51
417	264	33	54
411	268	32	54
407	270	31	55
403	273	30	54
401	276	29	53
395	279	30	51
387	283	32	51
379	285	31	56
374	291	30	57
372	296	28	51
371	298	28	51
369	299	28	50
368	296	28	52
368	291	27	54
368	287	27	56
366	286	29	56
356	291	48	76
343	297	52	78
341	311	69	91
377	329	112	118
447	350	103	132
438	345	124	134
418	363	113	121
442	383	87	115
423	403	98	119
410	387	96	137
406	399	110	124
401	404	98	131
362	355	121	143
361	306	140	159
341	335	153	188
332	254	140	180
354	273	145	214
366	298	117	257
334	252	132	154
382	182	103	133
434	166	118	139
422	158	128	157
418	168	148	162
411	178	181	183
383	142	196	196
369	152	197	191
345	165	178	194
353	181	205	186
323	162	168	189
344	180	189	187
314	174	176	179
311	184	200	184
294	178	197	186
290	192	214	187
288	163	204	188
271	179	176	176
282	191	170	178
276	198	189	172
252	205	161	165
271	206	177	176
275	198	187	167
257	193	204	192
233	188	204	195
232	177	232	192
222	177	218	201
211	188	209	197
204	193	196	195
216	197	195	175
211	195	184	170
228	193	182	177
214	210	174	176
250	204	172	168
232	198	183	184
224	202	189	165
228	209	182	184
252	221	165	200
214	225	175	185
238	219	180	201
236	213	183	198
240	210	175	212
232	202	194	212
212	192	204	214
198	207	216	198
229	206	196	199
222	194	199	210
232	191	239	200
226	187	222	221
220	192	210	205
215	178	207	205
212	193	220	220
231	189	215	238
230	174	241	221
219	176	221	217
234	177	231	219
232	182	256	210
231	189	255	213
266	201	258	219
334	188	303	249
333	177	372	271
310	196	410	281
273	154	394	272
279	145	386	305
256	155	378	299
323	211	458	323
420	151	518	337
329	72	597	379
397	125	562	375
393	118	540	424
269	63	681	407
303	94	646	425
340	122	619	419
274	140	617	416
313	123	644	403
357	123	598	428
293	120	585	420
297	91	660	430
306	64	643	437
322	87	637	435
319	71	635	440
342	105	600	444
312	102	626	400
392	70	557	452
435	76	502	442
334	245	607	315
540	56	419	467
430	230	505	338
468	200	487	357
401	221	503	333
431	214	483	335
431	236	495	324
433	213	441	325
488	207	438	318
475	182	434	339
496	205	409	335
575	119	351	394
466	158	341	331
474	178	340	285
561	195	358	335
559	216	379	327
509	126	362	358
511	177	419	359
495	213	431	340
497	123	460	397
469	138	471	405
513	178	413	366
491	217	272	252
514	178	272	233
509	209	278	256
535	224	280	249
522	219	299	260
537	216	305	244
519	230	300	264
548	234	304	255
512	199	286	261
